"correct","format","problem","response","response_time","size","subject_nr","truth"
"1","word","seven + six = thirteen","a","2406","large","121","T"
"1","digit","6 + 7 = 13","a","1934","large","121","T"
"1","digit","5 + 8 = 13","a","2364","large","121","T"
"1","digit","2 + 3 = 5","a","999","small","121","T"
"1","word","nine + nine = fifteen","l","1096","large","121","F"
"1","digit","5 + 3 = 4","l","1281","small","121","F"
"1","word","five + five = eight","l","1560","small","121","F"
"1","digit","6 + 2 = 5","l","1170","small","121","F"
"1","digit","5 + 5 = 8","l","1371","small","121","F"
"1","word","eight + two = ten","a","1204","small","121","T"
"1","word","four + five = thirteen","l","1333","small","121","F"
"1","digit","2 + 5 = 11","l","1122","small","121","F"
"1","word","three + four = six","l","1749","small","121","F"
"1","word","two + four = six","a","1040","small","121","T"
"1","word","five + three = eight","a","1100","small","121","T"
"1","word","seven + nine = sixteen","a","3842","large","121","T"
"1","word","seven + two = nine","a","1480","small","121","T"
"1","word","six + six = nine","l","1164","large","121","F"
"1","digit","2 + 2 = 6","l","914","small","121","F"
"1","word","seven + five = fourteen","l","2514","large","121","F"
"1","digit","2 + 7 = 9","a","1203","small","121","T"
"0","word","seven + four = twelve","a","3098","large","121","F"
"1","word","seven + seven = fourteen","a","1253","large","121","T"
"1","word","two + two = four","a","1829","small","121","T"
"1","digit","7 + 9 = 16","a","3429","large","121","T"
"1","word","six + three = nine","a","1441","small","121","T"
"1","digit","8 + 8 = 13","l","1410","large","121","F"
"1","word","four + eight = twelve","a","1765","large","121","T"
"1","digit","3 + 4 = 7","a","772","small","121","T"
"1","word","eight + seven = fifteen","a","2147","large","121","T"
"1","word","three + nine = twelve","a","1682","large","121","T"
"1","digit","2 + 8 = 10","a","820","small","121","T"
"1","digit","3 + 9 = 12","a","807","large","121","T"
"1","digit","4 + 2 = 6","a","793","small","121","T"
"1","word","four + four = eight","a","903","small","121","T"
"1","word","three + two = seven","l","1423","small","121","F"
"1","digit","2 + 9 = 11","a","1588","small","121","T"
"1","digit","7 + 3 = 12","l","1056","small","121","F"
"0","digit","7 + 4 = 13","a","1876","large","121","F"
"1","word","three + eight = twelve","l","3061","small","121","F"
"1","digit","9 + 9 = 17","l","1934","large","121","F"
"1","digit","6 + 6 = 12","a","1611","large","121","T"
"1","word","four + nine = thirteen","a","4349","large","121","T"
"1","word","three + three = six","a","1377","small","121","T"
"1","digit","4 + 9 = 13","a","1994","large","121","T"
"1","digit","7 + 8 = 15","a","2136","large","121","T"
"1","word","seven + three = fourteen","l","3288","small","121","F"
"1","word","nine + six = fifteen","a","1826","large","121","T"
"1","digit","5 + 4 = 9","a","1067","small","121","T"
"1","digit","6 + 5 = 14","l","1652","large","121","F"
"1","word","two + six = five","l","1524","small","121","F"
"1","digit","3 + 6 = 7","l","1948","small","121","F"
"1","digit","4 + 8 = 11","l","1429","large","121","F"
"1","digit","6 + 4 = 10","a","1362","small","121","T"
"1","word","five + two = four","l","1385","small","121","F"
"1","digit","9 + 5 = 16","l","2839","large","121","F"
"1","word","six + five = ten","l","2937","large","121","F"
"1","word","six + eight = fourteen","a","2917","large","121","T"
"1","digit","5 + 7 = 12","a","1928","large","121","T"
"1","word","eight + five = seventeen","l","3382","large","121","F"
"1","digit","9 + 6 = 11","l","1888","large","121","F"
"1","word","two + nine = eleven","a","1513","small","121","T"
"1","digit","9 + 8 = 15","l","2653","large","121","F"
"1","digit","7 + 7 = 14","a","822","large","121","T"
"1","digit","3 + 3 = 6","a","814","small","121","T"
"1","word","eight + eight = eighteen","l","1350","large","121","F"
"1","word","nine + five = eleven","l","2435","large","121","F"
"1","word","six + four = nine","l","1342","small","121","F"
"0","word","eight + nine = sixteen","a","1941","large","121","F"
"1","digit","4 + 4 = 9","l","1228","small","121","F"
"1","digit","8 + 6 = 18","l","3345","large","121","F"
"1","digit","3 + 8 = 10","l","1307","small","121","F"
"0","digit","8 + 7 = 12","a","3727","large","121","F"
"1","digit","5 + 2 = 7","a","890","small","121","T"
"1","digit","6 + 2 = 8","a","802","small","121","T"
"1","word","two + seven = eight","l","2620","small","121","F"
"1","digit","4 + 4 = 8","a","803","small","121","T"
"1","word","eight + nine = seventeen","a","1433","large","121","T"
"1","digit","8 + 8 = 16","a","825","large","121","T"
"1","word","six + five = eleven","a","4523","large","121","T"
"1","digit","9 + 8 = 17","a","1900","large","121","T"
"1","word","eight + six = seventeen","l","2720","large","121","F"
"1","word","two + eight = eleven","l","3491","small","121","F"
"1","digit","4 + 2 = 5","l","1550","small","121","F"
"1","word","seven + seven = fifteen","l","1490","large","121","F"
"1","word","eight + three = eleven","a","2213","small","121","T"
"1","word","three + two = five","a","1527","small","121","T"
"1","digit","2 + 8 = 7","l","1208","small","121","F"
"1","word","eight + eight = sixteen","a","1283","large","121","T"
"1","word","five + five = ten","a","1111","small","121","T"
"1","word","four + four = six","l","946","small","121","F"
"1","word","four + nine = sixteen","l","3094","large","121","F"
"1","digit","5 + 8 = 17","l","2794","large","121","F"
"1","digit","2 + 9 = 8","l","1619","small","121","F"
"1","digit","4 + 3 = 9","l","2311","small","121","F"
"1","word","two + four = nine","l","2292","small","121","F"
"1","word","six + two = eight","a","1928","small","121","T"
"1","word","five + four = nine","a","1654","small","121","T"
"1","word","two + nine = ten","l","1299","small","121","F"
"1","digit","7 + 2 = 6","l","1297","small","121","F"
"1","word","five + eight = thirteen","a","3473","large","121","T"
"1","digit","6 + 6 = 15","l","1012","large","121","F"
"0","word","three + five = twelve","a","1982","small","121","F"
"1","digit","5 + 4 = 11","l","2182","small","121","F"
"1","digit","6 + 9 = 15","a","2369","large","121","T"
"1","digit","9 + 9 = 18","a","953","large","121","T"
"1","word","seven + six = twelve","l","4560","large","121","F"
"1","word","nine + five = fourteen","a","1958","large","121","T"
"1","digit","3 + 6 = 9","a","971","small","121","T"
"1","word","six + six = twelve","a","1018","large","121","T"
"1","digit","3 + 3 = 7","l","1247","small","121","F"
"1","word","six + four = ten","a","1497","small","121","T"
"1","word","two + two = five","l","1113","small","121","F"
"1","digit","3 + 9 = 10","l","1261","large","121","F"
"1","digit","6 + 7 = 14","l","2838","large","121","F"
"1","word","three + six = seven","l","2583","small","121","F"
"1","digit","4 + 6 = 13","l","934","small","121","F"
"1","digit","8 + 3 = 11","a","1011","small","121","T"
"1","word","three + seven = ten","a","1769","small","121","T"
"1","digit","2 + 2 = 4","a","774","small","121","T"
"1","digit","5 + 7 = 11","l","2262","large","121","F"
"1","word","seven + nine = eighteen","l","2358","large","121","F"
"1","word","seven + eight = thirteen","l","3780","large","121","F"
"1","digit","7 + 7 = 18","l","1198","large","121","F"
"1","digit","8 + 4 = 12","a","1001","large","121","T"
"1","word","five + seven = twelve","a","3218","large","121","T"
"1","word","four + three = seven","a","1800","small","121","T"
"1","digit","8 + 6 = 14","a","1768","large","121","T"
"1","word","nine + nine = eighteen","a","1059","large","121","T"
"1","word","three + nine = eleven","l","1606","large","121","F"
"1","word","seven + four = eleven","a","1493","large","121","T"
"1","digit","3 + 5 = 8","a","1604","small","121","T"
"1","word","four + eight = nine","l","1689","large","121","F"
"1","digit","6 + 5 = 11","a","1386","large","121","T"
"1","digit","3 + 7 = 10","a","1032","small","121","T"
"1","digit","7 + 9 = 13","l","1780","large","121","F"
"1","digit","3 + 2 = 4","l","1914","small","121","F"
"1","digit","5 + 5 = 10","a","760","small","121","T"
"0","digit","9 + 5 = 14","l","3254","large","121","T"
"1","word","three + three = four","l","1789","small","121","F"
"1","word","six + nine = fourteen","l","5885","large","121","F"
"1","word","two + five = seven","a","1622","small","121","T"
"1","digit","7 + 4 = 11","a","887","large","121","T"
"1","digit","4 + 9 = 16","l","1563","large","121","F"
"1","digit","4 + 6 = 10","a","773","small","121","T"
"1","digit","3 + 9 = 12","a","748","large","121","T"
"1","digit","3 + 2 = 5","a","746","small","121","T"
"1","digit","2 + 2 = 5","l","1470","small","121","F"
"1","digit","7 + 4 = 12","l","1298","large","121","F"
"1","digit","6 + 6 = 12","a","738","large","121","T"
"1","digit","8 + 7 = 15","a","1855","large","121","T"
